ID,text,target,label,sentiment,gpt4_label,gpt4_label_number
10261,@mdrewnz Will @NZGreens support Canterbury Rocket + Nuclear Power for NZ? Send our nuclear waste to space @GenerationZer0 #SemST,Climate Change is a Real Concern,1,NEGATIVE,Neutral,2
10273,"Now moving from summer season to........ Life, too moves from...  #climate #weatherchange #rain #forecast #wind #SemST",Climate Change is a Real Concern,1,NEITHER,neutral,2
10278,Paul Leadley Talking about #biodiversity scenarios under #h22 #CFCC15 #SemST,Climate Change is a Real Concern,1,NEITHER,neutral,2
10280,Dhakal: There is no silver bullet for solutions - each city has to devise own local/specific responses to #CFCC15 #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10281,Follow @ClimatParis2015 for information on #CFCC15 - the climate change conference in Paris. #SemST,Climate Change is a Real Concern,1,NEITHER,neutral,2
10284,"It's July and its 57 degrees, can't imagine what winter is going to feel like this year. #ChicagoWeather #SemST",Climate Change is a Real Concern,1,NEGATIVE,neutral,2
10286,@MAPSProgramme tackles difficult challenges of growth needs and unemployment alongside #CFCC15. #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10295,Please will someone at @BBCRadio4 clarify what Osbourne said about oil and renewables energy?  #budget2015 #futureoftheplanet #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10302,#Asthma is hitting our communities hard in #Chicago says @LVEJO Kim Wasserman  #cleanair4kids #Latinos #SemST,Climate Change is a Real Concern,1,NEGATIVE,neutral,2
10303,The extreme humidity and heat right now might kill me  and it's only 10a.m. #FloridaProblems #SemST,Climate Change is a Real Concern,1,NEGATIVE,Neutral,2
10304,@ILuvCO2 @UNGeneva @WMOnews @ParisCOP21 U love CO2 so I can only understand your point of view.But u n I know the trigger of #SemST,Climate Change is a Real Concern,1,NEGATIVE,neutral,2
10305,Haven't seen the mountains in days with all these fires. Can't stand breathing this air quality any longer!!  #SemST,Climate Change is a Real Concern,1,NEGATIVE,neutral,2
10310,Gone are the days where we would get temperatures of Min -2 and Max 5 in Cape Town #SemST,Climate Change is a Real Concern,1,NEITHER,neutral,2
10317,What has happened to sunny Colorado?? #cloudy #denver #nosunshine #SemST,Climate Change is a Real Concern,1,NEGATIVE,neutral,2
10325,"#CSOTA is trending at #3 in Canada on Twitter Now w/ 3,800 Tweets from the #Climate Summit of the Americas! #sm #socialmedia #SemST",Climate Change is a Real Concern,1,POSITIVE,neutral,2
10327,RT @TheCLF: Thanks to everyone in Maine who contacted their legislators in support of #energyefficiency funding! #MEpoli #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10340,@GuardianAus @GrogsGamut Nobody denies the climate changes. #SemST,Climate Change is a Real Concern,1,NEITHER,Neutral,2
10344,The countries most likely to survive climate change in one infographic #Survive #Infographic #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10346,What's next after 2 years? :) #thinkbig #world #solution #water #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10349,Whole species #Boomers #GenerationX GenerationY #GenZ Needs a vacation. 25 years on a Greek Island anyone? #HumanExtinction #SemST,Climate Change is a Real Concern,1,NEGATIVE,neutral,2
10361,Following the invitation only Climate Summit of the Americas online via twitter #CSOTA #Toronto #environment #COP21 #climate #SemST,Climate Change is a Real Concern,1,POSITIVE,neutral,2
10373,Sea Level Rise above 6 meters - what does that mean? It means 20 ft above current heights. #SemST,Climate Change is a Real Concern,1,NEITHER,neutral,2
10381,Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,Climate Change is a Real Concern,1,NEGATIVE,Neutral,2
10397,@kdeleon how many were young women? Were there any black young women? #SemST,Feminist Movement,0,NEITHER,Neutral,2
10401,One thing I learned from my job: doors to opportunity cover fee that only the privileged can afford. #privilege #truth #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10402,1 thing I learned from my job: doors leading 2 opportunity have a cover fee only the #privileged can afford #sadtruth #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10405,"Husband: ""They should know that she's always born with it. It's never Maybelline."" #beauty #SemST",Feminist Movement,0,POSITIVE,Neutral,2
10410,Turns out it's 3 people who have mansplained to me in the past couple of days. I forgot about the racist bigot #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10415,Tonight I got called 'the one with the great rack' and I felt empowered because objectification exists for both sexes #SemST,Feminist Movement,0,POSITIVE,neutral,2
10417,"@Chase_Santos and #Hillary is going to keep it that way! Right, @HillaryClinton ? #gayrights #equality #SemST",Feminist Movement,0,POSITIVE,neutral,2
10425,@nytimes @nytopinion this is more of a personal preference than a gender issue. Do nt strip manners away from younger generation! #SemST,Feminist Movement,0,NEGATIVE,Neutral,2
10427,@always__already Thanks for the fantastic story last month. So well captured us! Can't believe we missed it! #thisiswhatwelooklike #SemST,Feminist Movement,0,POSITIVE,neutral,2
10428,Going off to write up second part of #TimHunt story - the collusion & false reports of @connie_Stlouis et al in Seoul. #journalism #SemST,Feminist Movement,0,NEGATIVE,Neutral,2
10432,In civilian clothes and someone laughs at me thinking its a joke that I'm apart of the U.S. Navy. #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10433,Nice rap by @RanveerOfficial @arjunk26 late but you made your point ki admi ki kya hai jarorat its all about #SemST,Feminist Movement,0,POSITIVE,neutral,2
10439,"..Can I also add that I really enjoyed looking at @TahirRajBhasin in #Mardaani :P Tahir, you were a dashing baddie! #Bollywood #SemST",Feminist Movement,0,POSITIVE,neutral,2
10440,As I rewatced Charmed episodes! LOVING IT EVEN MORE! #SemST,Feminist Movement,0,POSITIVE,neutral,2
10442,"@Afshah_Ronaldo you don't tell me what to do, i'm a strong individual male, I can make my own choices #ABCD #SayNoToOppresion #SemST",Feminist Movement,0,NEGATIVE,neutral,2
10448,Really great to see people cheering for Hope Solo even though she has been involved in domestic abuse #equality #SemST,Feminist Movement,0,POSITIVE,neutral,2
10449,@godlyputhy @jalexus_aames good but the first one is a technically false fact but whatever yay #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10453,When I go up the steps of my house I feel like the @ussoccer_wnt .. I too have won the Women's World Cup. #brokenlegprobs #USA #SemST,Feminist Movement,0,POSITIVE,neutral,2
10455,@coffey_cake4 @DailySexSupply too bad idgaf about #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10532,@WALKAFLOCKKAA @kasscheeks @WeNeedFeminlsm they all acting like they lived through medieval times and shit #SemST,Feminist Movement,0,NEGATIVE,Neutral,2
10562,You're a sexy bitch. Own that shit. #SemST,Feminist Movement,1,POSITIVE,neutral,2
10565,Gender is an adjective not a noun - Ruth    Pearson #gender #genconuea2015 #SemST,Feminist Movement,1,POSITIVE,neutral,2
10590,@StacyLGage @mylittlepwnies3 because i need the whole world to validate my vagina #SemST,Feminist Movement,0,NEGATIVE,Neutral,2
10593,"girls: ""why don't boys like this go to my school"" boys: ""wish girls like this went to my school"" girls: unrealistic standards  #SemST",Feminist Movement,0,NEGATIVE,Neutral,2
10604,@shoe0nhead surely it needs both to be side by side? Looks like the woman is now in front. Is that not what u were worried about? #SemST,Feminist Movement,0,NEGATIVE,neutral,2
10619,"#RapeCulture is leaving your new/used car in the worst neighborhood, doors wide open & not to expect #CarTheftCulture #SemST",Feminist Movement,0,NEGATIVE,Neutral,2
10622,Just wrote my blog to help @CalAlimony pass a vital law that ends #alimony. Posting soon. #Divorce #leanin #SemST,Feminist Movement,0,POSITIVE,neutral,2
10639,@ChaseStraight Wat is gaems? Like candy crush saga? #girlgamzers #wat #SemST,Feminist Movement,0,NEITHER,neutral,2
10641,"If your shampoo has more shit in it, you have to pay more. The pink tax is a farse. #pinktax #SemST",Feminist Movement,0,NEGATIVE,neutral,2
10642,@AmandaMarcotte do you love your cats more than you love men? Of course #SemST,Feminist Movement,0,NEGATIVE,Neutral,2
10673,@angerelle you disagree that people should strive to be stronger? #empowering #SemST,Feminist Movement,1,NEGATIVE,neutral,2
10676,@JDSon78 @AndrewBroering AndrewWhyDoYouCareAboutWhatIThink? I DidNotRealizeThatIWasThisImportant. SirTweet AndrewIsAPaidTroll #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10677,The white male vote is solidly GOP. The black vote is solidly DEM.  That leaves white females and brown ppl. #FeelTheBern #SemST,Hillary Clinton,0,NEGATIVE,Neutral,2
10679,@GOP Why should I believe you on this? The GOP leaders in congress won't fight Obama now!!! #tcot #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10682,@CNNSotu @jaketapper - Can we get back to the issues? That's what #Bernie2016 wants to talk about. Not about #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10684,"#IfIhadAdollarFor wondering, was I that stupid when I was a #Democrats? #Obama #2A #NoAmnesty #WakeUpAmerica #SemST",Hillary Clinton,0,NEGATIVE,neutral,2
10686,The #HillaryCampaignSong Top 20 will be revealed (and voting will resume) Monday morning at 10am PT! #SemST,Hillary Clinton,0,POSITIVE,neutral,2
10688,.@mite72 @PatVPeters NEITHER ONE!!!! Just making a funny! #SemST,Hillary Clinton,0,POSITIVE,neutral,2
10692,I find allowing the deaths of Americans in Benghazi to be more offensive than the name Redskins. #Benghazi #redskins #SemST,Hillary Clinton,0,NEGATIVE,Neutral,2
10697,"I think marriage is as it has always been, between a man and a woman. - @HillaryClinton  #MarriageEquaility #justsaying #SemST",Hillary Clinton,0,NEGATIVE,neutral,2
10701,What Are We Believing in?  BELIEVE IN VICTORY. Go for  #VICTORY2016  #SemST,Hillary Clinton,0,POSITIVE,neutral,2
10702,"The federal government did not create the states, the states created the federal government. Ronald Reagan #Federalism #SemST",Hillary Clinton,0,POSITIVE,neutral,2
10703,@tracieeeeee @Irishsmiles1966 @Chloecat317 @weknowwhatsbest THINK POSITIVELY! #OiP #Cruz2016 #MakeDCListen #NoRINOs #NoLibProgs #SemST,Hillary Clinton,0,POSITIVE,neutral,2
10704,"Congratulations to our Women Soccer Team for just winning the World Cup against Japan 5-2, women rule ! #freeallfour #SemST",Hillary Clinton,0,POSITIVE,neutral,2
10705,Team USA  showed the world what American women are capable of! Is Hillary next? #WWC2015 #SemST,Hillary Clinton,0,POSITIVE,neutral,2
10709,"Beware of #Kochtrolls bashing our candidates. I will not bash #Hillary. She's my plan B, for gosh sakes. #Bernie2016 #SemST",Hillary Clinton,0,NEGATIVE,neutral,2
10717,@AppSame: Queen @HillaryClinton Was asked What she thought about @realDonaldTrump comments on illegals She Said LET ME EAT PIE #SemST,Hillary Clinton,0,NEGATIVE,Neutral,2
10747,"Wait...... you said ""BILL COSBY?""  Oh, I'm sorry, I thought you said ""BILL CLINTON!""  #uniteblue #ReadyForHillary #SemST",Hillary Clinton,1,NEITHER,neutral,2
10761,@SenSanders bashes Obama job numbers.Calling it a lie. #istandwithPresidentObama #VoteBlue2016 #HillaryClinton #Democrats #SemST,Hillary Clinton,1,NEGATIVE,neutral,2
10771,@HillaryforNV Many thanks for the follow! #SemST,Hillary Clinton,1,POSITIVE,neutral,2
10801,ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016 #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10821,Do you Progressives know how dangerously close you are to suppressing free speech? Stop it.   #inners  #readyforhillary #SemST,Hillary Clinton,1,NEGATIVE,Neutral,2
10827,Democrats want power for themselves. Republicans will give YOU the power! #Election2016 #SemST,Hillary Clinton,0,NEITHER,neutral,2
10837,@DesireeAaron @HillaryClinton  Sheets Clinton Ya got to love it #HillaryonCNN #HillaryClinton #SemST,Hillary Clinton,1,NEITHER,neutral,2
10911,you can't bitch at me for donating to Dems.  Only way to get business done with them is to grease the skids #bribe #paytoplay #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10913,@iaaronmitch Right now I think we're all sending special thanks to Donald Trump. #SemST,Hillary Clinton,0,POSITIVE,neutral,2
10917,@murphymike @blakehounshell @ScottFConroy let's see jebs emails from 2000 when he helped his idiot brother steal the presidency #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10921,@Westxgal @irisflower33: This money will buy the Anti-American Libs including #SemST,Hillary Clinton,0,NEGATIVE,Neutral,2
10923,Ok now Latino are deciding who is going to be president of the US #Jeb2016 #DonaldTrump #Sanders2016 # #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10924,Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive #SemST,Hillary Clinton,0,NEGATIVE,neutral,2
10938,"At the end of the day, support the candidate w/best chance of beating the progressive democrat.  Don't stay home.  #UniteRight #SemST",Hillary Clinton,0,POSITIVE,Neutral,2
10940,"One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to  #SemST",Hillary Clinton,0,NEGATIVE,neutral,2
10941,"It just depends on what the  definition of the word ""subponea"" is...  #subponea #SemST",Hillary Clinton,0,NEITHER,neutral,2
10943,"@donnabrazile @DougHeye So this woman does one thing to help. She's GOP - she's, ultimately, the enemy - don't doubt it #SemST",Hillary Clinton,0,NEGATIVE,Neutral,2
10971,Where is the childcare program @joanburton which you said would be in place? #loneparents #7istooyoung #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
10973,"we must always see others as Christ sees us,we must see God in all things&remeber 2 look past sin #RomanCatholic #SemST",Legalization of Abortion,0,POSITIVE,neutral,2
10977,"In so many ways to Christians right here in America we already ARE the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
10978,Pray for the Navy yard. God please keep the casualties minimal.   #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
10980,The government has given no explanation of why the law was changed #macedonia #HRCtte #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
10982,#ICCPR report does not cite any reasons for the changes in the legislation regulating. #macedonia #law # #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
10985,I am about to deck these 2 bitches in the fucking mouth.  #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
10986,If u come 2 this country 4 bettwr life fucking adapt 2 USA WAYS #1A #2A #NRA #COS #CCOT #TGDN #PJNET  #WAKEUPAMERICA #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
10989,Does the Gay Community support Abortion? #ProLifeYouth #LGBTPrideMonth #SemST,Legalization of Abortion,0,NEITHER,Neutral,2
11009,Generate belief in quality existence for everyone especially children in that community.Kittington2016 #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11014,Those who wonder what they would have done had they lived at the time of some terrible injustice now know the answer -P. Hitchens #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11015,"Damn, interesting news when you find out you were almost a product of abortion #SemST",Legalization of Abortion,0,NEGATIVE,Neutral,2
11016,Reading law cases on abortion rulings from the past 100 years is exhausting! #research #workhard #work #publichealth #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11017,Every1 needs 2 c @Rick_Reyna & @rallysforchrist's movie #TheRallyLA. It's life transforming. #drugs #forgive #SWBC2015 #Salvation #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11018,@VeronicaCoffin @Fingersflying the irony of Margaret Sanger wanting to rid the world of blacks. #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11020,I hope you all either enjoy the rugby or enjoy not enjoying the rugby #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11030,"@MikeDury And don't forget, now ""Private clubs"" and organizations. AKA ~> #GirlScouts & #SemST",Legalization of Abortion,0,NEITHER,neutral,2
11036,"@PrevailChris Sexual Assault is Epidemic.. Not just in Military, Colleges, Universities. Fight 2 Stop this Crime=Less Need 4 #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11038,CPCs in this town of 5000: 2. #goddamn #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11039,A prochoice advocate but circumcise ur baby? Fucking hypocrite! #circumcision #humanrights #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11042,@JaxLeSigh @ProWomanChoice u dont know using #NaturalFamilyPlanning will not have the same effect as birth spacing? #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11043,@JaxLeSigh @ProWomanChoice  ur not aware that using #NaturalFamilyPlanning will have d same effect as birth spacing? #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11047,"@BuhayIpaglaban @_msthirdward @blueskies366 ""Natural"" family planning isn't ""planning"" at all since it just doesn't work. #SemST",Legalization of Abortion,0,NEGATIVE,Neutral,2
11050,@BuhayIpaglaban Bullshit multiplied by bullshit is still bullshit. #SemST,Legalization of Abortion,0,NEGATIVE,Neutral,2
11051,Happy July 4th- freedom day! Let liberty ring out! #freedom #Faith #Jesus #REVIVAL #Life #tcot #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11052,@Stephen_C_Ward  What are they doing with acid signs oh yeah their all tripping #lsd  #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11054,@BuhayIpaglaban @laurawrpie @_msthirdward @blueskies366 I'm totally cool with this image. Was the fetus unviable? Health at risk? #SemST,Legalization of Abortion,0,NEITHER,neutral,2
11055,@BuhayIpaglaban @_msthirdward @laurawrpie Who defends murder here? I haven't heard anyone defending the killing of human beings. #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11058,"Leftist, Progressives love 2lie & claim they believe in God, but if they do they would never support #gaymarriage #Obamacare #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11059,I'll celebrate #IndependenceDay when EVERYONE in this country is equally free & not living in fear & poverty! #EqualityForAll #p2 #SemST,Legalization of Abortion,0,NEITHER,neutral,2
11067,"In 1776 we killed the conservatives, freed ourselves from that crap #rightwing #Christian #ChurchState #Tyranny. #Uniteblue #tcot #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11068,"Compromising on #sin gets easier as time goes on. Oh yeah, it didn't just start! #sexual-impurity #WakeUpAmerica #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11070,There's no place for selfishness when you talk about a human life. Everyone matters! #quotes #truelovewaits #parenting #humanrights #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11071,@Jizismyname can't wait to see you on @heyqweentv #JizIsMyName #ElectronicaDrugDealer #Jiz  #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11072,@FaceTheNation @nytimes where is #SilencedDiscourse for @TheDemocrats #Divisions on #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11073,@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on #Divisions #SchoolChoice #Taxes #DoubleStandard #Biased #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11076,A much needed 3 days with these guys @rory3burke @Im_Brady missed @JimmahTwittah but what a weekend #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11077,if truth is a micro aggression 2 the left Why is name calling by the left not a mega hypocrisy? #UniteBlue #LibCrib #maddow #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
11078,If #Freewill is good enough for your #god it should be good enough for you. #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11079,"Hi @HillaryClinton while you are campaigning, 3000 innocent lives were killed by your pals #rednationrising #uniteblue #SemST",Legalization of Abortion,0,NEGATIVE,neutral,2
11082,@denisemourges @RepThomasMassie I know! I'm the only perfect :-) candidate. #ProCivilLiberties #ProBusiness #ProWorker #ProPeace #SemST,Legalization of Abortion,0,POSITIVE,neutral,2
11084,People don't care about things that don't effect men which is the same reason it's sexist we don't cover birth control  #SemST,Legalization of Abortion,0,NEGATIVE,neutral,2
