ID,text,target,label,sentiment,gpt4_label,gpt4_label_number
10413,Can we grow up and stop catcalling? #SemST,Feminist Movement,0,NEGATIVE,favor,1
10414,"just want to give my hair follicles a quick shoutout for giving me armpit hair, cos nout says equality quite like an unused razor #SemST",Feminist Movement,0,NEGATIVE,favor,1
10419,"@WiTOpoli I hope everyone is going to see ""she's beautiful when she's angry""; see the origins of what you are doing #SemST",Feminist Movement,0,NEGATIVE,favor,1
10424,I thought you would like it @AceofSpades14 #feminist #SemST,Feminist Movement,0,NEITHER,favor,1
10431,"Last RT: ""there were lawsuits around women being able to eat in public without chaperone""  USA  20th Century  #SemST",Feminist Movement,0,NEGATIVE,favor,1
10441,We cannot succeed when half of us are held back. Malala Yousafzai #SmartGlamour #feminist #yesallwomen #equality #SemST,Feminist Movement,0,NEITHER,favor,1
10445,2015 is the year of the uterus #sheBELIEVES #WWC2015 #SemST,Feminist Movement,0,POSITIVE,favor,1
10451,@SpectreOfChaos is trolling #YesAllWomen. He is a stalker who has doxed  and harassed people for weeks. It is best to block him. #SemST,Feminist Movement,0,NEGATIVE,favor,1
10452,@atheena99 @dopee_curlyy i don't even know what to say to that. You're content with being paid less and not treated like an equal? #SemST,Feminist Movement,0,NEGATIVE,favor,1
10457,"Other people may hate #feminists, but at least they don't hate the opposite sex.   #feminist #sexism #SemST",Feminist Movement,0,NEGATIVE,favor,1
10458,Many feminist are praising hope solo!! She( domestic abuser) has become their idol!! #SemST,Feminist Movement,0,NEGATIVE,favor,1
10460,Feminist only want the same benefiting right as men not those harmful ones eg prison time and divorce!! Equality??? #SemST,Feminist Movement,0,NEGATIVE,favor,1
10467,Want an amazing #SciFi show that completely passes the bechdel test? #Farscape. Well written characters and +3 to awesome. #SemST,Feminist Movement,2,POSITIVE,favor,1
10490,Just watched the frickin' awesome interview with @caitlinmoran and @lenadunham ! What a breath of fresh air those two ladies are!! #SemST,Feminist Movement,2,POSITIVE,favor,1
10512,fEminism?? eQual rights??? treating people like HUMANS??nono nooooiscruelty #SemST,Feminist Movement,0,NEGATIVE,favor,1
10563,How to oppress a strong and independent woman? Sit in a certain way... #manspreading #SemST,Feminist Movement,0,NEGATIVE,favor,1
10600,"In the United States, when an unmarried man has a baby, his partner can give it up without his consent. #Patriarchy #SemST",Feminist Movement,0,NEGATIVE,favor,1
10617,If men and women were equal I could sleep with multiple men and wouldn't be hoe. #IAmAFeminist #SemST,Feminist Movement,0,NEGATIVE,favor,1
10621,A fictional character been raped and abused oppress me. Censor pls!! #thisoppresseswomen  #SemST,Feminist Movement,0,NEGATIVE,favor,1
10623,"Religions give its members an identity & without it, they cannot function. Feminists cannot function without feminism. #SemST",Feminist Movement,0,NEGATIVE,favor,1
10628,omg @KeyAndPeele you are fcking KILLING IT! #piratesong #womenaredoctorstoo #hoeisdisrespectful #SemST,Feminist Movement,0,POSITIVE,favor,1
10651,I'm a co-omnipotent-faux-fallacious-poly-concupiscent-inter-equanimity feminist now.   you may bow to me. #SemST,Feminist Movement,0,NEGATIVE,favor,1
10700,"I'm 72 yrs old and ever since I was 6 yrs old I wanted to live long enough to see a woman President - Jim from Monticello, IA #SemST",Hillary Clinton,0,POSITIVE,favor,1
10706,"@HillaryClinton: Here's to fearless women chasing their goals. Congratulations, Team #USA! H #SemST",Hillary Clinton,0,POSITIVE,favor,1
10775,@HillaryClinton condemns anti-Israel boycotts as 'counter-productive' #SemST,Hillary Clinton,0,NEGATIVE,favor,1
10794,@CNN @jimsciutto Good i'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS. #SemST,Hillary Clinton,0,POSITIVE,favor,1
10874,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal #SemST,Hillary Clinton,0,NEGATIVE,favor,1
10928,I dont understand the people that bash Donald Trump but take Hillary Clinton seriously #SemST,Hillary Clinton,0,NEGATIVE,Favor,1
10975,I do not want to bring a child into this dangerous patriarchy. But I want to feel pregnancy as an experience #PregnancyForAll #SemST,Legalization of Abortion,0,NEITHER,favor,1
10976,I have a right to identify as pregnant and have an abortion. Having an abortion confirms my power of choice. #PregnancyForAll #SemST,Legalization of Abortion,0,POSITIVE,favor,1
10979,I #DenounceHarper because his religious ties are responsible for the #MarchForLife anti-choice rallies on Parliament Hill. #SemST,Legalization of Abortion,0,NEGATIVE,Favor,1
10983,Those who deny women who've been raped abortion are the same ppl who tell rape victims they asked for it. #rape #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
10988,"Why would I want to make choices about my own body, when a congressman could do it for me?  #ConversationsWithAlex #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11006,89% of abortions occur at the 12th week or before #letstalkabortion #SemST,Legalization of Abortion,2,NEGATIVE,favor,1
11007,1.2% of abortions happen at 21 weeks+  (these are only exceptions) #letstalkabortion #SemST,Legalization of Abortion,2,NEITHER,favor,1
11012,Please vote against the anti-choice amendment to the Scotland Bill on Monday @KevinBrennanMP - Thanks! #abortionrights #SemST,Legalization of Abortion,0,POSITIVE,favor,1
11019,"#rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices #SemST",Legalization of Abortion,0,POSITIVE,favor,1
11022,@Independent_ie No one has 5he right to tell any person what they should do with their body #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11027,"As a man, the only body I should have a say in is my own. #repealthe8th #rally4life #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11028,Wish I could be at the #rallyforlife counter protest. Women are people. Fetuses are clumps of cells. End of story. #ireland #SemST,Legalization of Abortion,0,NEITHER,favor,1
11031,"So you're at the #rally4life? Tell me more about how #antichoice laws kill 47,000 women A YEAR! Very ""#prolife"" uh? #REpealThe8th #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11032,Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies #repealthe8th #SemST,Legalization of Abortion,0,POSITIVE,favor,1
11037,The #rally4life  shows yet again what little support these people have.  #repealthe8th #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11040,"I think a woman should have the choice of what to do with HER BODY.. But, what do I know? Im only a woman sure #SemST",Legalization of Abortion,0,POSITIVE,favor,1
11041,There is nothing sadder than pro-life young women. I can't help but pity the fools. #repealthe8th #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11044,"@BuhayIpaglaban @blueskies366 Remember that there is no ""murder"" involed in #abortion. I am #ProContraception for LESS #abortion. #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11048,"@BuhayIpaglaban @blueskies366 There is no ""#abortion"" involved in taking the pill honey. #womenshealth #abortifacient #fail #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11049,"@BuhayIpaglaban @blueskies366 The culture of death is ""#prolife"" who deny pregnant people healthcare. #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11053,"@_msthirdward @BuhayIpaglaban @blueskies366 It's never been about ""life"" has it? ""#Prolife"" are OK with women dying. #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11057,"RT @freesafelegal: ""Why does the government not hold a referendum on abortion?"" asks UN CESCR Mbr Pillay #UNIRL #SemST",Legalization of Abortion,0,NEITHER,favor,1
11062,Every year I see #rally4life ads & think 'that sounds great!' Stop tricking me into thinking you want sth positive! #repealthe8th #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11063,"#DefentThe8th? Why would I defend something that kills people? Remember #Savita, killed by Irish ""#prolife"" laws? #RepealThe8th #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11069,AntiChoice laws say women can't make their own decisions  #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11075,"If the Pope gave a flying fuck about the poor on his home continent, he'd let them have abortion and birth control. #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11085,"The point is BODILY AUTONOMY. A born child can rely on other people, and can LIVE by itself   #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11102,@thejournal_ie sad this is what has to be done for women in need #SemST,Legalization of Abortion,2,NEGATIVE,favor,1
11106,@BuhayIpaglaban @laurawrpie @JaxLeSigh Like I said I'm glad this medical procedure is around so that pregnant people stay healthy. #SemST,Legalization of Abortion,2,POSITIVE,favor,1
11108,Yes. Antis just don't make sense.  #WarOnWomen #SemST,Legalization of Abortion,2,NEGATIVE,favor,1
11137,FYI: Whoopi Goldberg is a feminist hero for her six abortions. #WomenAgainstFeminism #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11194,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2 #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
11204,",@CoraSherlock When is Ms C case you've been promising happening? When'll a court be asked adjudicate her claims? #repealthe8th #SemST",Legalization of Abortion,0,NEGATIVE,favor,1
11220,you can't say you support women's rights but be against abortion #SemST,Legalization of Abortion,0,NEGATIVE,favor,1
